Year,Rk,TeamName,Seed,AdjEM,AdjO,AdjD,AdjT,SOS-AdjEM,SOS-OppO,SOS-OppD,NCSOS-AdjEM,Tempo-Adj,Avg. Poss Length-Offense,Avg. Poss Length-Defense,Off. Efficiency-Adj,Off. Efficiency-Raw,Def. Efficiency-Adj,Def. Efficiency-Raw,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,Experience,Bench,Continuity,Off-FT,Off-2P,Off-3P,Def-FT,Def-2P,Def-3P
2013,173,Western Kentucky,16,-0.41,101.8,102.2,64.6,-2.47,100.9,103.3,3.24,64.6,17.7,17.9,101.8,99.6,102.2,99,48.6,22.2,34.8,37.6,47.9,20.8,30.7,37.8,76.5,1.18,34.4,51.8,20.8,50.3,28.9,21.5,53.5,25
2013,17,Wichita State,9,20.31,111.8,91.5,63.8,6.71,106.9,100.2,0.17,63.8,18.6,18.1,111.8,107.5,91.5,94.3,50,19.4,38,36.5,45.3,20,26.5,38.3,76.5,1.2,35.9,34.6,20.3,51.1,28.6,23.2,46.9,29.9
2013,12,Wisconsin,5,22.57,108.3,85.7,60.4,11.08,108.8,97.7,-3.2,60.4,20.9,18,108.3,104.1,85.7,89.9,48.6,15.7,32.6,29.7,43,18,27,25.7,76.9,1.43,26.1,56.7,16.2,49.6,34.2,17.1,62.1,20.8
2014,181,Albany (NY),16,-1.04,102.9,103.9,61.6,-5.12,101.5,106.6,0.91,61.6,19.4,18.5,102.9,103.4,103.9,100.4,48.8,19.7,31.9,42,48.3,18.3,28.3,29.1,77,1.4,19.2,51,24.4,53.8,21.8,17.8,49.6,32.6
2014,120,American,15,4.57,103.4,98.9,59.7,-2.59,103.6,106.2,-0.1,59.7,20.4,19.2,103.4,103.6,98.9,97.4,55.8,23.1,26.5,35,46.4,19.7,29.7,40.7,76.4,1.66,20.2,44.1,18.2,52,29.8,23,52.3,24.8
2014,2,Arizona,1,30.11,116.5,86.4,62.8,9.3,109.9,100.6,1.62,62.8,17.6,19.9,116.5,112.5,86.4,90,51.7,15.7,36.4,41,42.3,19.1,27.3,34.2,77.8,1.51,24.5,37.8,20.7,57.2,22.1,22.5,54.2,23.3
2014,39,Arizona State,10,14.82,111.2,96.4,67.4,7.5,108.6,101.1,-2.6,67.4,16.6,18.1,111.2,107.4,96.4,98.9,52.4,16.3,24.5,42.5,46.3,17,30.2,37.3,77.4,1.86,19.5,48.1,22,45.7,32.3,20.7,56.4,22.9
2014,49,Brigham Young,10,13.77,114.5,100.7,70.8,6.59,109.6,103,8.43,70.8,13.9,18.7,114.5,112,100.7,104,50.6,15.3,34.9,47.6,49.1,16.6,28.6,36.8,77.7,1.59,29.1,48.5,24.6,56.9,18.5,21.2,50.5,28.3
2014,26,Baylor,6,19.39,118.9,99.5,61.3,10.31,111,100.6,-0.36,61.3,19,18.4,118.9,113.9,99.5,105,51.3,17.8,40.1,44.8,48.7,15.8,32,32.3,77.7,1.74,29.9,60.5,22.9,47.7,29.4,18.2,52.4,29.4
2014,176,Cal Poly,16,-0.82,103.6,104.4,58.8,2.38,107.4,105,10.19,58.8,20.5,18.7,103.6,102.1,104.4,106.7,46,14.7,30.9,33.2,49.3,18,33.2,42.9,76.2,1.47,40.6,53.9,19.8,49.7,30.5,24,51.8,24.3
2014,27,Cincinnati,5,19.24,109.7,90.4,61.1,4.72,107.3,102.6,-4.57,61.1,19,18.6,109.7,107,90.4,92.2,47.7,17.4,39.1,38.7,44.8,22.4,32.3,36,77.5,1.74,32.2,56,22.3,52.4,25.3,21.3,51.2,27.5
2014,221,Coastal Carolina,16,-4.98,98.2,103.2,65.6,-8.1,102.1,110.2,-4.94,65.6,17.8,17.3,98.2,102,103.2,100.3,48,20.2,34.2,38.6,47.5,18.3,29.3,39.6,76.7,1.17,30.4,56.1,21.7,53.3,25,22.6,43.8,33.6
2014,67,Colorado,8,11.2,107.7,96.5,64.8,8.74,109.5,100.8,1.71,64.8,17.8,17.7,107.7,103,96.5,100.9,48.3,19.7,34,48.3,49.4,17.8,26.1,30.4,78,1.28,32.6,54.4,26.4,51.5,22.1,17.8,50.7,31.5
2014,15,Connecticut,7,22.13,113.6,91.5,63.2,9.43,109.7,100.3,0.91,63.2,18.3,18.1,113.6,108.6,91.5,95.9,51.5,17.3,30.3,38.3,44.6,19.6,32.9,35.7,77.5,2.49,27.9,69.6,22.4,47.6,30,21,50.4,28.6
2014,17,Creighton,3,21.72,124.2,102.5,63.6,7.5,108.5,101,1.31,63.6,17.9,18.7,124.2,120.5,102.5,104.4,58.9,15,27.7,33.9,48.5,14.8,27.8,33,76.5,2.53,27,76.1,17.6,43.6,38.8,19.1,51.3,29.5
2014,42,Dayton,11,14.25,113.8,99.6,63.8,6.25,107.7,101.4,-0.57,63.8,18.8,17.9,113.8,109.4,99.6,101.5,52.4,18.1,34,40.6,48.8,18.8,28.7,43,77,1.4,36.1,56.8,20.9,51.8,27.3,23.8,51.7,24.6
2014,106,Delaware,13,5.83,112,106.2,70.4,-0.68,105.2,105.9,2.88,70.4,16.4,17.5,112,111.6,106.2,106.3,50.4,13.4,29.1,43.9,49.4,16.8,32.8,38,76.5,2.34,19.9,57.9,23.7,49.2,27.2,21,54.2,24.8
2014,8,Duke,3,24.25,124.7,100.4,64.6,8.76,109.2,100.5,2.4,64.6,18.9,17.8,124.7,119.7,100.4,103,53.8,14.6,35.2,38.8,49.3,18.5,31.3,40.8,77.9,1.57,28.5,48.4,20.8,44.7,34.5,22.3,60.2,17.5
2014,125,Eastern Kentucky,15,3.96,112.4,108.4,64.2,-4.97,104.1,109,-5.04,64.2,19,17,112.4,114.7,108.4,107.4,56.7,15.8,23,43.2,55.7,24.2,34,54.9,75.8,1.9,24.9,77.6,22.3,42.5,35.1,26,48.7,25.3
2014,3,Florida,1,28.57,116.5,88,61.3,9.02,109.4,100.4,2.39,61.3,17.9,20.2,116.5,111,88,91.8,52.2,17.6,35.4,42.4,45.4,21.4,28.4,31.2,77.5,1.86,29.6,54.5,21.3,50.6,28.1,19.3,53.2,27.6
2014,47,George Washington,9,13.82,110.8,97,65.3,5.56,107.3,101.7,-0.08,65.3,18.4,16.8,110.8,107.3,97,98.4,51.5,19,35.1,46.6,47.2,19.6,31.4,33.4,78.1,1.76,27.4,70.1,22.8,54,23.2,19,51.9,29
2014,24,Gonzaga,8,20.14,114,93.8,65,5.05,109,103.9,2.2,65,17.2,18.4,114,113,93.8,97.7,55.2,17.4,30.6,41.2,44.6,17.4,29.5,38.6,76.8,2.07,29.1,59.1,20.9,51.7,27.4,23.4,51.1,25.5
2014,32,Harvard,12,17.58,112.9,95.3,64.1,0.13,104.5,104.3,0.98,64.1,18.6,18.3,112.9,111.3,95.3,93.6,52.1,17.6,32.3,48.6,46.2,21.2,29.3,36.3,76.6,2.62,24.2,69.3,25.3,50.9,23.9,21.8,52.8,25.4
2014,20,Iowa State,3,21.07,118.9,97.8,70.2,10.77,111.1,100.4,1.44,70.2,15.2,18.4,118.9,114.3,97.8,102.2,54.2,14.5,28.8,36.4,47.7,15.9,28.5,30.7,76.7,1.8,21.5,27.7,18.9,50.9,30.2,19.1,51.9,29
2014,7,Kansas,2,24.6,119.3,94.7,66.6,12.13,112.2,100,9.47,66.6,16.8,18.1,119.3,114.5,94.7,101.4,54.2,19.1,37.3,48.3,47.1,16.4,28.8,45.5,77.6,0.73,29.1,22.1,24.1,55.4,20.5,24.7,48.6,26.8
2014,45,Kansas State,9,14.1,107.8,93.7,63.3,8.17,110.5,102.3,-4.06,63.3,18.6,17.8,107.8,104.3,93.7,98.2,48.8,18.5,34.7,40.3,45.3,19,33.2,45.4,76.5,1.49,33.1,49.2,21.3,52.6,26.1,25.5,52,22.5
2014,13,Kentucky,8,22.55,118.3,95.8,64,10.73,110.5,99.8,4.19,64,17.9,18.5,118.3,112.4,95.8,100.4,49.9,18.1,42,51.8,46,16.1,29.7,36.8,79.4,0.42,23.6,23.6,26.1,53.5,20.4,21.7,53.4,25
2014,59,Louisiana,5,12.12,110.7,98.5,68.6,7.22,107.9,100.7,-2.1,68.6,17,17.2,110.7,105.3,98.5,100.5,50,19.2,34.9,34.2,46.7,18,31.6,38.7,76.8,1.8,25.8,61.6,18.6,54.1,27.3,22.5,51.3,26.2
2014,1,Louisville,4,30.41,118.9,88.5,67.2,4.31,107,102.7,-4.65,67.2,16.2,18.2,118.9,117.4,88.5,88.6,53.5,15.3,37.1,41.2,43.9,25,32.7,38.4,76.4,1.44,33.9,53.8,20.3,50.9,28.8,22.9,54.5,22.5
2014,74,Manhattan,13,10.21,107.2,97,67.7,-0.2,105.6,105.8,3.46,67.7,16.9,17.3,107.2,107.1,97,97.5,50.7,19.7,34.4,55.5,45.4,21.7,33.3,52.8,76.4,2.3,38.7,66.8,26.6,48.8,24.6,28.9,49.8,21.3
2014,36,Memphis,8,15.22,112.4,97.1,67.5,7.25,108.3,101.1,0.02,67.5,15.9,18.8,112.4,107.6,97.1,99.7,51.9,18.6,35.8,39.5,48.4,20.3,33.3,33.8,76.7,2.15,25.9,54.9,19.8,59.2,21,18.5,58.8,22.6
2014,87,Mercer,14,8.34,110.8,102.4,63.6,-4.44,103.6,108,4.65,63.6,18.1,18.2,110.8,113.3,102.4,99.8,54,17.5,32,37.3,46.7,19,31.1,41,77.5,2.27,35.1,72.5,20.3,47.8,31.8,23.5,48.2,28.3
2014,12,Michigan,2,23.44,123.9,100.5,61,11.65,110.3,98.6,0.62,61,19.7,18.7,123.9,117.7,100.5,103.6,55.7,14.8,29.4,34.9,49.4,17.1,30.5,26.7,77.4,1.26,25,55.8,19.3,45.8,35,16.5,58.5,25
2014,9,Michigan State,4,23.92,118.6,94.7,64.4,10.44,110.2,99.7,0.57,64.4,17.4,18.7,118.6,113,94.7,98.6,54.5,17.4,32.9,33.7,45.8,17.7,27.5,40.3,77.1,1.9,33.9,75.2,17.9,50,32.1,24.3,45.4,30.3
2014,168,Milwaukee,15,0.08,104.7,104.6,65.8,0.03,104.4,104.4,-2.92,65.8,18.4,16.7,104.7,102.4,104.6,103.9,49.1,19.9,28.6,44.7,49.1,18.5,31.2,36.5,76.8,1.44,21,42.4,25,44.5,30.4,21.8,54.1,24.1
2014,56,Nebraska,11,12.64,108.8,96.1,64.7,9.3,108.4,99.1,-1.95,64.7,18.2,18.5,108.8,102,96.1,99.5,48.3,16.7,25.7,42.3,47.6,19,29,44.8,77.1,1.18,29.4,42.9,23.9,49.7,26.4,24.3,48.9,26.8
2014,33,New Mexico,7,17.15,113.5,96.3,64.4,4.83,107.7,102.9,3.24,64.4,17.4,19.2,113.5,111,96.3,99.2,51.1,15.9,32.5,46.6,45,14.9,28.2,31.3,78.3,2.08,24.4,63.3,24.8,51.7,23.5,20.2,47.4,32.4
2014,72,New Mexico State,13,10.54,112.9,102.4,65.2,-3.64,103,106.7,2.6,65.2,19,16.9,112.9,113.3,102.4,100,53.2,18.7,37.7,53.9,44.4,16.1,33,34.1,77.7,1.47,31.6,56.5,25.8,54.1,20.2,22,57.8,20.3
2014,29,North Carolina,6,18.44,112.6,94.2,69.2,8.83,110.5,101.6,1.31,69.2,15.3,18.9,112.6,108.4,94.2,98.9,49.9,16.9,38.1,42.9,47,19.3,31.3,41.4,77.5,1.18,31.1,55.9,21.2,62,16.8,22.8,50.5,26.7
2014,92,North Carolina Central,14,7.98,108.6,100.7,62.3,-10.35,98.1,108.5,-1.94,62.3,18,19.2,108.6,111.1,100.7,92.9,50.2,17.2,35.4,49.5,44.4,23.7,33.1,44.8,76.2,1.88,25.2,56.5,26.4,52.7,20.9,26,46.2,27.8
2014,62,North Carolina State,12,11.6,114,102.4,64.7,7.77,108.4,100.7,-4.31,64.7,19.3,17.4,114,108.2,102.4,105.8,50,15.8,34.2,37,47.5,17.5,35.7,42.6,78.2,0.93,34.9,20,19.6,61.7,18.7,24.2,52.3,23.5
2014,61,North Dakota State,12,11.76,115.5,103.7,62.3,1.38,106.8,105.4,5.32,62.3,18.8,19,115.5,115.6,103.7,105.6,54.5,15.6,30.7,41.6,49.8,17.1,27.9,40.2,77.8,2.81,22.1,84.9,22.4,57.6,20,23.3,46.1,30.6
2014,19,Ohio State,6,21.3,109.3,88,64,7.8,109.2,101.4,-3.36,64,17.9,18.7,109.3,106.2,88,91.1,50.3,17.2,29.6,42.3,45.2,21.9,29.6,29.8,77.5,2.05,28.5,72.7,22.5,52.9,24.7,19,56.2,24.8
2014,30,Oklahoma,5,17.9,117.9,100,69.6,9.13,110.2,101,0.5,69.6,15.6,17.7,117.9,113.1,100,104.8,51.7,15.7,32.4,39.4,49.7,17.8,30.4,38.5,76.8,1.29,26.7,38,22.2,46.2,31.6,21.7,50.1,28.2
2014,21,Oklahoma State,9,20.98,115.9,95,67.2,9.06,109.9,100.8,-1.15,67.2,16.4,18.1,115.9,112.9,95,97.8,52.4,14.7,28,49.7,46.3,20,32,41,76.1,2.13,15.4,76.2,25.4,48.3,26.3,23.3,49.9,26.8
2014,28,Oregon,7,19.02,118.9,99.9,67.5,7.39,109.1,101.8,-1.18,67.5,16.4,18,118.9,115,99.9,103.8,53.5,16.1,32.2,43.8,49.1,18.9,31.9,47.8,75.9,2.18,32.2,38.4,24,48.1,27.9,25.7,50.8,23.6
2014,16,Pitt,9,21.89,116.9,95,62.2,7.62,108,100.4,-3.66,62.2,19.1,19.1,116.9,112.4,95,97.4,50.7,16.3,37.3,44.3,46.7,19.2,29.1,36.4,77.5,1.59,27.8,49.5,23.7,55.1,21.2,21.6,50.8,27.6
2014,48,Providence,11,13.81,114.6,100.8,62.9,8.35,109.2,100.8,0.81,62.9,19.1,17.8,114.6,109.4,100.8,104,48.3,17.3,35.4,41.9,48.9,16.3,30.7,33.8,78.4,2.51,14.1,67.8,25.3,49.2,25.5,19.2,57.7,23.1
2014,55,Saint Joseph's,10,12.93,112.3,99.4,64.3,6.18,107.5,101.3,0.17,64.3,18.7,17.6,112.3,107.9,99.4,101.7,53.9,18.7,29.5,43.6,47.8,15.3,27.8,30.6,77.5,2.63,13.7,67.7,20.7,48.5,30.8,18.1,51.7,30.2
2014,35,Saint Louis,5,15.72,105.7,90,65.6,5.04,107.2,102.2,-1.5,65.6,17.9,17.4,105.7,102.2,90,91.6,49.6,18.6,28.8,40.3,44.4,21,29,35.6,76.2,2.68,27.9,68,22.1,53.7,24.2,21.5,58.4,20.1
2014,23,San Diego State,4,20.38,110.4,90,62.3,5.18,108,102.8,2.71,62.3,18.4,19.5,110.4,107.2,90,91.6,46.7,15.2,36.1,45.1,44.4,20.6,29.4,32.4,78.6,2.07,27.6,46.7,24.5,54.2,21.2,20,54.7,25.4
2014,34,Stanford,10,16.06,112.4,96.4,65.3,9.42,110.2,100.7,2.34,65.3,17,18.7,112.4,107.8,96.4,101.2,51.3,16.9,29.3,45,48,17,28.1,37,78.6,2.37,18.8,61.2,23.5,52.6,23.9,21.7,49.4,28.9
2014,70,Stephen F. Austin,12,10.83,112.3,101.5,61.2,-7.12,102,109.2,-4.19,61.2,20.6,16.1,112.3,115.3,101.5,97.9,52.3,16.9,38.2,39.9,50.5,23.6,28.9,50.7,75.2,1.22,30,48.4,21.4,50.2,28.3,25.6,54.3,20.1
2014,18,Syracuse,3,21.62,114.6,93,59.6,7.23,109.4,102.2,-1.01,59.6,18.5,21.1,114.6,111.4,93,97.2,48.2,14.8,38.1,38.2,48,22,31.5,36.7,78.5,1.51,19.7,50.4,21.9,56.4,21.7,20.3,44.9,34.7
2014,10,Tennessee,11,23.69,117.9,94.2,61.6,8.12,108.9,100.8,1.46,61.6,19.7,18.5,117.9,113.3,94.2,98.1,49.8,16.8,39.7,41.8,46.5,16.9,27.5,31.5,78.1,1.95,24,56.3,23.2,54.2,22.6,19.2,55.9,24.9
2014,41,Texas,7,14.52,111.8,97.3,66.8,9.61,110.9,101.3,-1.74,66.8,17,17.6,111.8,107.1,97.3,102.2,47.4,17.5,39.6,43.4,46.5,16.3,30.2,41,76.5,0.98,33.5,52.4,23.5,56,20.6,23.4,45.3,31.4
2014,82,Tulsa,13,8.93,106.1,97.2,66.8,0.57,104.9,104.3,2.81,66.8,16.9,17.9,106.1,105.1,97.2,97.4,49.2,16.8,30.2,47.1,46.4,20.3,29.6,47.5,76.5,1.21,35.6,63.9,24.4,51.6,23.9,26.1,45.5,28.4
2014,14,UCLA,4,22.53,118.7,96.1,68.4,7.63,109.1,101.5,-3.26,68.4,15.8,18.3,118.7,115.1,96.1,99.9,54.1,14.5,29.8,38.2,49.9,20.3,28.6,35.7,78.8,1.6,31.5,65.9,20.9,56.2,22.9,19.5,45.9,34.7
2014,25,Virginia Commonwealth,5,19.8,109.2,89.4,68.9,5.45,107.4,102,1.33,68.9,16.1,17.9,109.2,105.4,89.4,91.4,47.9,17.2,34.9,35.2,47.8,25.6,30.9,39.7,76.6,1.8,32.8,63.4,19.8,50.5,29.7,21.7,55.9,22.3
2014,11,Villanova,2,23.68,116.3,92.6,66,7.47,110.1,102.6,2.61,66,17.4,18.1,116.3,113.3,92.6,96.5,53.6,17.3,32.6,44.5,46.3,20,28.7,38.6,77.5,1.91,30.8,72.6,22.9,42.7,34.4,22.8,48,29.2
2014,4,Virginia,1,26.46,114.8,88.3,59.5,8.67,109.4,100.8,1.57,59.5,19.8,19.7,114.8,109,88.3,91.7,50.8,16.5,33.9,42,44.2,18.4,25.8,32.5,78.3,1.85,29.1,55.9,21.8,53,25.2,19.6,50.9,29.6
2014,50,UMass,6,13.46,110,96.5,70.3,0.065,7.33,108,100.6,5.53,70.3,15.9,17.5,110,105.2,96.5,98.7,50.4,18.8,34.4,39.2,46.6,18.7,31.7,37.2,76.8,2.42,26,66.4,21,57.8,21.2,21.2,57.7
2014,172,Weber State,16,-0.62,106.4,107,62.9,-6.78,103.3,110,6.69,62.9,19.1,18.2,106.4,110.2,107,105.3,54.1,19,28.4,49.7,47.8,13.8,28.7,35.1,77.2,1.56,23.9,56,25.4,44.3,30.3,20.6,60.4,19
2014,131,Western Michigan,14,3.36,106.3,103,65.2,-1.86,103.9,105.7,-3.25,65.2,18.4,17.6,106.3,105.6,103,101.2,52,20.9,31,51.4,47.6,18.5,32,34.7,76.9,1.36,23,54.4,26.2,49.4,24.4,20.7,49.2,30.2
2014,6,Wichita State,1,25.36,117.8,92.4,63.5,1.04,105.8,104.8,2.89,63.5,18.3,18.8,117.8,115.9,92.4,92.5,52.4,16.2,35,46.9,44.7,18.2,26.2,35.7,76.5,1.03,29.1,48.4,24.5,47.8,27.8,20.6,49.7,29.7
2014,5,Wisconsin,2,25.89,122,96.1,62.4,11.44,110.2,98.8,3.33,62.4,20.5,17.4,122,115.7,96.1,100.6,53.3,12.7,28.1,42.6,47.2,15.3,27.4,27.1,76.9,1.7,20.7,47.7,23,45.1,31.9,17.2,60.1,22.7
2014,192,Wofford,15,-1.94,100.6,102.6,60.5,-5.87,103.5,109.3,7.63,60.5,19.8,18.5,100.6,103.5,102.6,101,48.8,16.4,30.9,33,49.5,19.7,29,39.4,75.7,1.68,28.7,69.8,18.4,55.8,25.9,21.5,56.5,22.1
2015,131,Albany (NY),14,3.29,107.2,103.9,60.8,-5.5,100.4,105.9,0.18,60.8,20.1,18.7,107.2,106.7,103.9,98.7,49.9,18.8,32.6,39,49.6,20.1,26.1,30.3,76.9,1.18,27.2,34.3,22.9,48.6,28.5,17.6,44.8,37.6
2015,4,Arizona,2,32.36,119.9,87.5,65.8,7.37,108.3,100.9,0.09,65.8,16.7,19.1,119.9,114.4,87.5,89.5,53.5,16.5,34.5,47.1,45.1,20.6,22.4,37.3,77.9,1.83,29.4,63.4,24,56.1,19.9,22.4,50.4,27.2
2015,29,Arkansas,5,16.44,114.7,98.3,69.3,6.09,107.2,101.1,-3.44,69.3,15.7,18.3,114.7,109.2,98.3,99.4,50,16.9,35.7,37.3,48.3,22.3,34.6,38.8,77.7,1.69,37.2,63.9,21.3,53.1,25.6,22.3,51.2,26.5
2015,14,Baylor,3,22.14,116.6,94.5,61.5,10.22,108.9,98.7,-0.51,61.5,19.5,18.6,116.6,109.2,94.5,95.8,49.8,20.1,42.1,38.6,45.8,19.3,31.5,32.1,76.3,1.54,27.6,46.9,20.6,48.9,30.6,18.5,53.1,28.4
2015,142,Belmont,15,2.27,110.2,107.9,66.9,-3.33,102.4,105.7,-1.68,66.9,17.1,18.2,110.2,108.9,107.9,104.4,56.4,20.3,28.9,32.2,51.3,18.6,29.6,28.2,76.5,1.23,30.9,54.4,16.5,43.5,40,16.4,52.9,30.7
2015,58,Buffalo,12,11.87,111.3,99.4,68.3,1.83,106,104.2,0.81,68.3,17.3,17.6,111.3,108.6,99.4,99.5,48.7,16.7,34.5,42.6,48.5,19.7,30.4,34.3,76.9,1.31,28.5,45.3,23.9,51.8,24.2,19,49.7,31.3
2015,20,Butler,6,20.09,110.2,90.1,63.2,9.72,110.6,100.9,0.69,63.2,18.8,18.5,110.2,105.9,90.1,93.7,48.4,17,34.7,40.8,46.7,19.4,25.3,33.3,77.1,2.27,21.2,59.4,22.4,53,24.6,19.6,53.4,27.1
2015,43,Cincinnati,8,14.15,108.2,94,59.8,3.39,104.9,101.5,1.69,59.8,20.6,19.3,108.2,103.1,94,92.7,49.5,21,37.3,37.1,44.1,19.9,32.3,26.1,77.2,0.93,33.6,36.6,20.1,56.2,23.7,16.1,53.5,30.3
2015,140,Coastal Carolina,16,2.38,106.7,104.3,64.1,-6.45,102.2,108.6,-1.05,64.1,18.2,18.6,106.7,109.3,104.3,100.9,50,17.5,34.8,38.9,47.7,16.9,28,35,75.9,1.98,28.6,67.9,21.5,50,28.5,20.7,46,33.4
2015,36,Davidson,10,15,119.7,104.7,66.7,3.16,105.3,102.2,-3.78,66.7,17.8,17.8,119.7,116,104.7,103.3,55.4,14.1,29.6,28.5,49.3,17,30.4,34.6,75.9,1.59,28,54.8,15.2,44.3,40.5,18.3,57.4,24.4
2015,42,Dayton,11,14.24,109.2,95,63.4,3.39,105.4,102,0.07,63.4,18.5,18.6,109.2,105.1,95,94.3,53,17.9,23.3,48.2,47.2,21.1,28.4,30.6,76,1.35,21.4,47.7,23.8,46.8,29.4,18,53.8,28.2
2015,3,Duke,1,32.48,124.5,92,65.8,11.17,110.7,99.5,1.31,65.8,18.1,18.1,124.5,119.7,92,96.6,56.6,16.3,35.8,39.8,46.5,18.6,30.2,24,77.5,1.28,25.4,38.1,19.7,52.8,27.5,15.1,61,23.9
2015,133,Eastern Washington,13,3.25,112.9,109.6,68.2,-3.75,104.2,108,3.94,68.2,17.5,17.5,112.9,114.6,109.6,108.1,55.1,15.9,29.3,35.2,52.3,17.9,30.7,36,77.3,1.99,25.5,76,18.6,43.7,37.6,19.8,48.8,31.4
2015,22,Georgetown,4,19.13,114.3,95.1,64,10.23,110.5,100.3,3.24,64,18,18.8,114.3,108.1,95.1,99.4,51.3,19.2,34.3,43.9,47.1,20.2,31,44.1,78.2,1.72,36.1,51.7,23.1,51.1,25.8,24.9,44.4,30.7
2015,35,Georgia,10,15.09,109.6,94.5,64.1,8.73,108.6,99.9,1.41,64.1,19,17.8,109.6,102.9,94.5,97,48.5,19.2,32.2,47.7,44.4,16.7,28.5,34.3,77,1.86,29.2,69.5,25.4,50,24.5,21.2,49.5,29.2
2015,68,Georgia State,14,10.32,111.6,101.3,62.4,-1.47,102.4,103.9,3.63,62.4,18.4,19.2,111.6,108.7,101.3,97,52,16.2,30.1,37.7,45.8,23.2,34.9,39.8,76.7,1.86,28.1,51.1,20.9,58.8,20.3,23.7,41.6,34.7
2015,7,Gonzaga,2,27.78,121.7,93.9,64.7,4.37,107.3,102.9,3,64.7,17.5,19.1,121.7,119.3,93.9,94.7,57.9,16.1,33.9,38.7,44.2,17.1,28,30.5,78.2,2.76,29.4,52.3,18.7,54.5,26.8,18.7,53.8,27.5
2015,251,Hampton,16,-7.4,96.6,104,69.2,-7.48,99.5,106.9,-0.55,69.2,17.2,17.1,96.6,96,104,98.3,45.6,20.2,31.8,43.8,46.4,20.1,30.9,45.5,75.8,1.68,35.2,61.1,23.9,51.3,24.8,25.1,50.1,24.8
2015,75,Harvard,13,9.23,104.8,95.6,61.1,-0.18,104.3,104.5,0.36,61.1,20.6,18.6,104.8,102,95.6,94.3,47.1,18.4,32.3,39,46.6,20.2,28.4,32.8,77,2.24,26.2,60.8,23,54.8,22.2,19.2,52.8,28
2015,48,Indiana,10,13.83,119.8,106,66.6,6.92,107.8,100.9,-5.96,66.6,17.9,17.8,119.8,115.2,106,107,54.4,17.2,35.2,32.7,50.3,15.9,31.4,32.8,76.5,1.18,31.9,37.7,17.8,45.9,36.3,18.1,57.8,24.1
2015,23,Iowa,7,19.02,114.2,95.1,63.7,8.58,108.9,100.4,-1.58,63.7,17.3,19.6,114.2,107.5,95.1,96.8,48.1,17.1,35.6,38,45.6,18.9,30.3,29.1,79,1.93,36.6,67.2,22.7,53,24.3,18.1,49.7,32.1
2015,16,Iowa State,3,21.49,119,97.5,69.6,10.59,109,98.5,-1.18,69.6,14.6,19.6,119,111.4,97.5,98.7,54.3,15.8,28.3,36.5,47.6,18.5,29.6,24,77.5,1.77,29.6,60.6,19,51.2,29.8,15.6,52.7,31.7
2015,12,Kansas,2,22.72,114.5,91.8,67,13.17,110.6,97.4,9.57,67,17.1,18.7,114.5,106.5,91.8,97,49.4,19.2,34.9,42.6,44.6,17.5,31.6,33.8,77.6,1.06,34.4,48.2,23.8,51.2,25,20.3,52.7,27
2015,1,Kentucky,1,36.91,121.3,84.4,62.4,8.58,108.7,100.1,3.13,62.4,17.7,19.6,121.3,115.5,84.4,84.7,51.5,16.3,39.5,43.9,39.6,21.2,31.8,31.8,79.3,1.04,39.9,49.6,23.6,55.4,21,20.9,54.3,24.8
2015,49,Louisiana State,9,13.76,108.9,95.1,69.3,5.09,106.2,101.2,-4.77,69.3,16.5,17.8,108.9,103.3,95.1,95.3,50.3,20.3,33.9,33.5,44.7,19.1,32.9,29.4,77.7,1.35,21.4,36.8,18.6,58,23.4,17.9,57.2,24.9
2015,193,Lafayette,16,-2.14,112.9,115.1,64.6,-4.01,103,107,-0.45,64.6,18,18.9,112.9,112.7,115.1,112.8,55.8,17.1,27.7,30.4,53.5,16.8,34.5,27.5,76.8,2.44,26.1,82.5,17.3,50.6,32.1,15.2,51.2,33.5
2015,17,Louisville,4,21.21,110.2,88.9,64.6,9.69,109.5,99.8,-2.36,64.6,17.8,18.6,110.2,104.1,88.9,91.1,47.7,17.2,34.7,38.7,44,21.3,30.8,33.3,76.9,1.29,30.1,54.6,21.3,54.8,23.9,20,53.7,26.3
2015,33,Maryland,4,15.68,111.3,95.7,63.9,7.15,108.3,101.1,-3.33,63.9,18.4,18.4,111.3,106.2,95.7,97.7,51.2,18.9,28.9,44.5,45.5,17.2,30.5,28.1,78.6,1.67,33.9,42.6,24.7,43.3,32,17,50.3,32.7
2015,15,Michigan State,7,21.72,116.6,94.9,63.1,10.49,110.3,99.8,-0.88,63.1,17.7,20,116.6,109.9,94.9,98.4,53.2,17.4,33.4,32.7,44.9,16.5,27,39,76.2,1.95,31.8,49,16.3,51.9,31.8,23.9,49.1,27.1
2015,46,Mississippi,11,13.88,114.5,100.6,66.2,7.1,107.3,100.2,-1.19,66.2,16.7,18.7,114.5,108.1,100.6,101.4,47.8,16.5,34.8,36.1,47.6,18.7,31.4,41.2,77.2,2.31,37.3,53.5,22.6,50.7,26.7,22.9,42.3,34.8
2015,98,New Mexico State,15,6.63,107.4,100.8,63,-5.37,101.1,106.5,1.78,63,19.6,18,107.4,106.9,100.8,95.1,50.6,21.8,39.5,44.3,46.4,20.6,30.9,32.5,77.5,1.37,31.4,41.5,23.6,55.6,20.8,19.6,61.5,18.8
